Cnt	emplID	CUM_GPA
1	202237	3.64
1	231532	3.64
2	163743	3.65
1	225122	3.65
1	180548	3.66
1	187574	3.66
1	197167	3.66
1	227213	3.66
2	180067	3.67
2	214584	3.67
1	214706	3.67
2	215914	3.67
2	154254	3.69
1	181579	3.69
1	139289	3.7
1	151882	3.7
1	212645	3.71
1	213542	3.71
1	182675	3.73
2	186206	3.74
1	155849	3.75
2	151819	3.76
1	210144	3.76
1	198281	3.77
2	211027	3.77
1	149698	3.78
2	227343	3.78
1	176686	3.8
1	135419	3.81
1	196811	3.83
3	197830	3.83
4	187498	3.84
1	231571	3.84
2	217132	3.87
1	186598	3.88
1	215878	3.88
1	231597	3.88
1	147150	3.9
3	213738	3.9
1	217115	3.9
1	209218	3.91
3	218083	3.91
1	227214	3.91
1	137198	3.92
1	210562	3.92
1	177799	3.94
1	183760	3.94
1	141206	3.96
1	208427	4
2	211017	4
1	214516	4
1	216142	4
1	216499	4
1	214069	1.95
1	217342	2.52
2	208355	2.56
1	188416	2.6
1	214252	2.64
1	87935	2.65
3	130329	2.7
2	158319	2.72
3	211693	2.73
2	216574	2.73
2	183764	2.74
1	140114	2.83
1	182261	2.87
1	181158	2.89
3	231645	2.98
1	202763	3
1	216149	3
1	180172	3.01
3	214152	3.05
1	87454	3.08
2	154665	3.1
1	209390	3.1
1	178477	3.12
1	182879	3.12
1	211639	3.14
1	214562	3.15
1	206084	3.16
1	213866	3.16
1	184578	3.17
2	188114	3.18
3	198170	3.18
1	182489	3.19
1	213774	3.2
1	217151	3.2
1	96697	3.23
1	210903	3.25
1	214285	3.26
1	196478	3.27
1	207719	3.27
2	140592	3.3
2	163781	3.31
1	207145	3.31
1	106919	3.32
1	219719	3.32
1	151059	3.35
1	211877	3.36
1	134600	3.37
1	157385	3.37
2	197272	3.37
3	173162	3.38
2	200558	3.38
1	202172	3.4
1	207700	3.41
1	215415	3.41
1	227166	3.41
1	196238	3.42
1	214476	3.42
2	231553	3.42
2	183782	3.43
3	211625	3.43
1	215257	3.44
2	204954	3.46
1	206529	3.47
2	217173	3.47
1	161631	3.48
1	135733	3.52
1	182199	3.52
1	226436	3.52
2	163803	3.53
1	183957	3.53
2	215427	3.53
1	218612	3.53
1	203737	3.55
2	205485	3.55
1	215946	3.56
1	222914	3.56
1	187019	3.63
1	197838	3.63
1	216468	3.63
2	216529	3.63
2	217551	3.63
2	186649	3.65
1	200929	3.65
1	211051	3.65
1	153313	3.66
1	185950	3.66
1	185174	3.67
1	173059	3.68
1	175829	3.68
3	239803	3.69
1	231605	3.7
1	187021	3.71
1	198313	3.71
2	211766	3.71
1	187431	3.72
1	207647	3.72
1	213889	3.72
1	217205	3.72
1	143094	3.75
1	212915	3.75
1	215139	3.75
1	196676	3.76
2	197280	3.76
2	214464	3.76
1	215904	3.76
1	217738	3.76
1	197425	3.77
1	213853	3.77
1	156862	3.78
1	184136	3.78
1	187446	3.78
1	184273	3.79
1	181983	3.8
1	214591	3.8
3	196803	3.81
1	215488	3.81
1	209071	3.82
2	227299	3.82
1	139135	3.83
1	211721	3.84
1	138914	3.86
2	231578	3.86
1	216377	3.88
2	231586	3.88
2	187479	3.92
2	211547	3.92
1	224997	3.92
1	185319	3.93
1	185920	3.93
1	184844	3.94
3	164615	3.95
2	208753	3.96
2	211105	3.96
1	176358	3.98
1	213483	4
2	185819	1.58
1	211874	2.28
4	209986	2.3
1	141701	2.35
1	215263	2.37
1	182841	2.45
1	148513	2.51
1	213745	2.57
1	188031	2.6
2	186144	2.7
1	211494	2.71
1	178697	2.75
1	182902	2.77
1	194938	2.79
2	216365	2.81
1	218360	2.92
1	180643	2.94
4	227239	2.98
1	173238	3.02
1	231594	3.02
1	202441	3.1
1	211882	3.11
1	187830	3.13
2	217210	3.13
1	207576	3.17
1	181255	3.19
3	206712	3.2
1	209119	3.2
2	224026	3.21
2	196521	3.22
3	231579	3.23
2	216024	3.28
1	150150	3.3
1	209702	3.3
1	210446	3.31
2	197275	3.32
1	203187	3.32
2	213395	3.32
1	184128	3.34
1	197315	3.34
1	213624	3.34
1	219167	3.34
3	140727	3.36
1	207455	3.41
1	211552	3.41
1	188442	3.43
1	196844	3.44
2	210975	3.44
1	223095	3.44
1	216943	3.45
2	212475	3.46
1	134097	3.48
1	222393	3.49
1	201519	3.51
1	186152	3.53
1	205247	3.53
1	216754	3.53
1	231634	3.53
1	196782	3.54
1	149535	3.55
2	197249	3.55
1	197061	3.56
1	145391	3.57
2	183081	3.57
1	220536	3.57
2	162432	3.58
1	216244	3.58
3	134463	3.61
2	216451	3.62
1	161902	3.63
1	175929	3.64
4	186240	3.64
1	209893	3.65
2	142806	3.66
2	156281	3.66
1	188041	3.67
1	214514	3.67
1	217168	3.67
1	225126	3.68
3	139891	3.69
1	187775	3.69
1	216359	3.69
1	148917	3.7
1	213269	3.7
1	214904	3.7
1	147762	3.71
1	227264	3.71
2	211723	3.72
1	217028	3.72
2	182724	3.73
6	210746	3.73
2	217577	3.73
1	156724	3.74
1	215867	3.74
1	188039	3.75
1	215880	3.75
2	221060	3.75
2	134479	3.76
2	197649	3.76
1	184722	3.77
1	185314	3.77
4	182257	3.78
1	185214	3.79
1	187250	3.8
1	215628	3.8
1	207939	3.81
1	182754	3.82
2	215383	3.82
1	227171	3.82
1	183934	3.83
1	216384	3.84
1	182749	3.85
2	195922	3.85
3	217036	3.85
2	150127	3.86
1	181800	3.87
2	208822	3.87
2	209606	3.87
1	217504	3.87
1	184916	3.9
1	186127	3.9
2	213085	3.92
1	197261	3.93
2	217000	3.95
1	216910	3.96
1	216425	3.97
2	186765	3.98
1	185084	4
1	227246	4
1	217102	2.2
1	182745	2.56
1	141752	2.59
1	196524	2.71
2	215979	2.76
3	181733	2.89
4	182276	2.89
1	202534	2.9
1	215438	2.9
2	210540	2.95
3	123757	2.99
1	152387	3.01
1	139797	3.02
1	215119	3.03
1	182180	3.05
2	134129	3.06
2	138525	3.11
1	216514	3.13
1	180444	3.15
1	182280	3.16
1	216360	3.16
2	147539	3.17
1	212314	3.18
2	182875	3.19
1	197772	3.2
1	213047	3.23
1	211790	3.24
1	135651	3.26
1	221123	3.26
2	196898	3.28
1	194030	3.29
1	211836	3.3
1	243567	3.3
1	186764	3.33
1	217711	3.33
1	134283	3.34
1	196249	3.34
1	215015	3.34
1	216351	3.34
2	136201	3.35
1	188091	3.35
2	207741	3.35
2	186499	3.36
1	219316	3.36
1	180408	3.37
1	217206	3.37
1	184973	3.38
1	211984	3.38
2	213912	3.38
1	209339	3.39
1	191776	3.4
3	231528	3.4
2	216014	3.46
1	218610	3.46
1	172631	3.48
1	196607	3.51
1	197033	3.53
1	186050	3.55
1	217088	3.55
1	214006	3.57
1	189740	3.58
2	209531	3.58
1	211224	3.58
1	134599	3.6
2	186672	3.6
1	202585	3.6
1	185150	3.61
2	183765	3.62
1	208000	3.62
3	214837	3.62
2	197557	3.64
1	164070	3.65
1	192972	3.65
1	204817	3.65
1	184353	3.66
1	210153	3.66
1	213707	3.66
1	172656	3.67
2	217413	3.67
1	156494	3.68
1	186529	3.68
1	155746	3.7
1	196602	3.71
1	219693	3.71
2	152337	3.73
1	214748	3.74
4	183960	3.75
1	186611	3.75
1	215479	3.75
1	198633	3.76
2	213458	3.77
1	213464	3.77
1	215273	3.77
1	188204	3.78
1	127260	3.79
4	142084	3.79
1	183940	3.8
1	196685	3.8
1	207927	3.8
1	210819	3.8
2	213058	3.8
1	217033	3.8
1	208650	3.81
1	184114	3.82
1	208072	3.82
1	164532	3.85
1	186774	3.85
6	214739	3.85
1	139463	3.87
1	208590	3.87
1	209194	3.87
1	208084	3.88
1	227279	3.88
2	185361	3.89
1	209654	3.89
2	213718	3.89
4	184104	3.9
1	186041	3.9
1	186523	3.9
1	213091	3.91
1	215135	3.91
2	225986	3.91
1	214660	3.92
2	231655	3.93
1	181481	3.96
1	187924	3.96
1	213090	3.96
1	216287	3.96
2	216824	3.96
1	150829	3.98
1	176650	4
1	216584	4
1	211621	2.07
1	160341	2.37
1	216878	2.37
1	183415	2.59
1	213396	2.7
1	215806	2.73
1	186724	2.74
1	215151	2.77
1	213719	2.8
1	218597	2.8
1	177912	2.82
1	188319	2.83
1	202152	2.85
2	209226	2.87
1	211636	2.87
1	221911	2.87
1	216145	2.88
1	162021	2.9
1	136128	2.91
1	140533	2.91
3	210376	2.94
2	217503	2.97
1	208121	3.01
3	218786	3.01
2	216178	3.02
1	216790	3.04
2	212633	3.05
1	209044	3.08
1	215518	3.08
3	141067	3.09
1	183208	3.14
1	145829	3.16
1	147642	3.17
2	185616	3.2
1	197236	3.21
1	214628	3.21
3	166596	3.23
1	216388	3.27
1	180137	3.28
1	214033	3.29
1	160710	3.3
1	141714	3.34
2	184804	3.34
1	213562	3.34
1	214764	3.34
1	184886	3.36
1	182555	3.37
1	185880	3.37
1	215579	3.38
1	200914	3.39
1	216399	3.39
1	186465	3.4
1	158357	3.41
1	214766	3.41
3	176185	3.42
1	188214	3.42
1	151791	3.43
1	155876	3.44
1	197073	3.45
1	231606	3.45
1	212418	3.46
2	231647	3.47
1	198524	3.48
2	215279	3.5
1	216542	3.5
1	174742	3.52
2	203427	3.52
1	214788	3.52
2	217198	3.52
3	220565	3.53
1	185514	3.54
1	179225	3.56
3	227335	3.58
3	134386	3.59
1	214410	3.6
2	214769	3.62
1	114859	3.63
2	178992	3.63
1	189209	3.63
1	216054	3.63
1	182596	3.64
1	216406	3.64
1	181325	3.65
3	181691	3.65
1	202597	3.65
1	208506	3.65
1	215919	3.65
1	217066	3.65
1	231590	3.65
1	231648	3.65
1	180662	3.66
1	186785	3.66
1	135424	3.69
2	188303	3.71
1	214816	3.71
1	138533	3.72
3	182984	3.72
3	211004	3.72
1	198487	3.73
1	209274	3.73
1	142922	3.74
1	210423	3.74
1	216869	3.74
1	179423	3.75
1	197107	3.75
1	209975	3.75
3	219203	3.75
1	227211	3.75
1	135033	3.76
3	227281	3.76
1	214104	3.77
1	147061	3.79
1	216898	3.8
1	212946	3.81
1	231564	3.81
2	165770	3.82
1	183262	3.82
1	214418	3.82
1	197041	3.83
1	208971	3.85
3	231622	3.85
1	184185	3.86
1	227204	3.87
4	202133	3.88
1	216086	3.91
1	209667	3.92
1	216235	3.92
1	139165	3.94
1	185106	3.96
1	198159	3.96
2	217171	3.96
1	213737	4
3	217407	4
1	226397	4
