Season,Playoffs,Rk,G,Date,Days Off,Age,Age-Decimal,Tm,Home,Opp,Result,WinLoss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2003-2004,0,1,1,10/29/2003,250.00,18-303,18.83013699,CLE,0,SAC,-14,L,1,42:00:00,12,20,0.6,0,2,0,1,3,0.333,2,4,6,9,4,0,2,3,25,24.7,-9
2003-2004,0,2,2,10/30/2003,2.00,18-304,18.83287671,CLE,0,PHO,-9,L,1,41:00:00,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,1,21,14.7,-3
2003-2004,0,3,3,11/1/2003,4.00,18-306,18.83835616,CLE,0,POR,-19,L,1,39:00:00,3,12,0.25,0,1,0,2,2,1,0,4,4,6,2,0,2,3,8,5,-21
2003-2004,0,4,4,11/5/2003,2.00,18-310,18.84931507,CLE,1,DEN,-4,L,1,41:00:00,3,11,0.273,0,2,0,1,1,1,2,9,11,7,2,3,2,1,7,11.2,-3
2003-2004,0,5,5,11/7/2003,1.00,18-312,18.85479452,CLE,0,IND,-1,L,1,44:00:00,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,2,23,9,-7
2003-2004,0,6,6,11/8/2003,2.00,18-313,18.85753425,CLE,1,WAS,13,W,1,45:00:00,8,19,0.421,0,0,,1,4,0.25,5,3,8,9,1,1,2,1,17,15.7,14
2003-2004,0,7,7,11/10/2003,2.00,18-315,18.8630137,CLE,1,NYK,14,W,1,34:00:00,7,12,0.583,3,3,1,0,0,,1,4,5,4,1,1,2,0,17,15.8,20
2003-2004,0,8,8,11/12/2003,2.00,18-317,18.86849315,CLE,0,MIA,-5,L,1,42:00:00,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,3,18,12.8,-4
2003-2004,0,9,9,11/14/2003,1.00,18-319,18.8739726,CLE,0,BOS,-9,L,1,35:00:00,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,3,10,0.8,-1
2003-2004,0,10,10,11/15/2003,3.00,18-320,18.87671233,CLE,1,PHI,3,W,1,47:00:00,10,19,0.526,0,1,0,2,4,0.5,0,5,5,8,1,2,5,2,22,15.6,8
2003-2004,0,11,11,11/18/2003,1.00,18-323,18.88493151,CLE,1,LAC,8,W,1,39:00:00,6,16,0.375,0,2,0,2,4,0.5,2,5,7,8,0,1,3,2,14,9.8,1
2003-2004,0,12,12,11/19/2003,2.00,18-324,18.88767123,CLE,0,WAS,-11,L,1,40:00:00,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,2,28,25,-5
2003-2004,0,13,13,11/21/2003,1.00,18-326,18.89315068,CLE,1,MIN,-14,L,1,36:00:00,8,19,0.421,0,2,0,3,3,1,2,7,9,2,1,0,1,4,19,12.2,-5
2003-2004,0,14,14,11/22/2003,4.00,18-327,18.89589041,CLE,0,ATL,-9,L,1,42:00:00,3,16,0.188,0,1,0,9,10,0.9,2,4,6,4,2,1,3,1,15,9.3,-6
2003-2004,0,15,15,11/26/2003,2.00,18-331,18.90684932,CLE,0,NOH,-10,L,1,39:00:00,5,17,0.294,1,4,0.25,4,4,1,2,6,8,9,0,0,4,1,15,10.2,-13
2003-2004,0,16,16,11/28/2003,1.00,18-333,18.91232877,CLE,0,DET,-4,L,1,36:00:00,2,8,0.25,0,2,0,2,3,0.667,0,2,2,7,0,0,4,3,6,1.1,-10
2003-2004,0,17,17,11/29/2003,3.00,18-334,18.91506849,CLE,1,MEM,-7,L,1,55:00:00,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,1,33,22.4,-10
2003-2004,0,18,18,12/2/2003,1.00,18-337,18.92328767,CLE,0,DEN,-12,L,1,32:00:00,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,4,19,12.2,-12
2003-2004,0,19,19,12/3/2003,3.00,18-338,18.9260274,CLE,0,LAC,-10,L,1,34:00:00,2,13,0.154,0,3,0,0,0,,4,2,6,8,2,0,5,2,4,0.9,3
2003-2004,0,20,20,12/6/2003,3.00,18-341,18.93424658,CLE,1,ATL,10,W,1,36:00:00,4,12,0.333,0,2,0,0,0,,1,5,6,5,2,1,3,2,8,5.8,-5
2003-2004,0,21,21,12/9/2003,2.00,18-344,18.94246575,CLE,1,TOR,-7,L,1,37:00:00,7,16,0.438,0,0,,4,4,1,0,5,5,3,1,0,2,2,18,11.4,-2
2003-2004,0,22,22,12/11/2003,2.00,18-346,18.94794521,CLE,1,DET,9,W,1,43:00:00,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,3,23,14.8,9
2003-2004,0,23,23,12/13/2003,2.00,18-348,18.95342466,CLE,1,BOS,-7,L,1,45:00:00,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,2,37,27.5,-2
2003-2004,0,24,24,12/15/2003,2.00,18-350,18.95890411,CLE,0,IND,-10,L,1,44:00:00,10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,1,27,23.9,-12
2003-2004,0,25,25,12/17/2003,2.00,18-352,18.96438356,CLE,1,HOU,-4,L,1,36:00:00,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,17,5.7,-9
2003-2004,0,26,26,12/19/2003,1.00,18-354,18.96986301,CLE,0,PHI,7,W,1,42:00:00,14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,1,36,29.5,9
2003-2004,0,27,27,12/20/2003,3.00,18-355,18.97260274,CLE,0,CHI,8,W,1,42:00:00,11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,2,32,28,9
2003-2004,0,28,28,12/23/2003,2.00,18-358,18.98082192,CLE,1,NOH,11,W,1,39:00:00,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,1,22,14.3,9
2003-2004,0,29,29,12/25/2003,1.00,18-360,18.98630137,CLE,0,ORL,-12,L,1,47:00:00,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,0,34,19.1,-9
2003-2004,0,30,30,12/26/2003,2.00,18-361,18.9890411,CLE,1,CHI,-7,L,1,34:00:00,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,0,18,5.1,-12
2003-2004,0,31,31,12/28/2003,2.00,18-363,18.99452055,CLE,1,POR,12,W,1,39:00:00,15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,1,32,30,11
2003-2004,0,32,32,12/30/2003,3.00,19-000,19,CLE,1,IND,-3,L,1,38:00:00,9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,2,22,12.6,-2
2003-2004,0,33,33,1/2/2004,4.00,19-003,19.00821918,CLE,0,NJN,-15,L,1,37:00:00,6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,2,14,7.4,-14
2003-2004,0,34,34,1/6/2004,1.00,19-007,19.01917808,CLE,1,NYK,11,W,1,41:00:00,6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,1,14,10,10
2003-2004,0,35,35,1/7/2004,2.00,19-008,19.02191781,CLE,0,TOR,-6,L,1,38:00:00,10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,3,21,9.4,-2
2003-2004,0,36,36,1/9/2004,3.00,19-010,19.02739726,CLE,0,BOS,-25,L,1,43:00:00,7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,1,19,10.4,-30
2003-2004,0,37,37,1/12/2004,1.00,19-013,19.03561644,CLE,0,LAL,-10,L,1,37:00:00,6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,3,16,5.3,3
2003-2004,0,38,38,1/13/2004,2.00,19-014,19.03835616,CLE,0,SEA,8,W,1,44:00:00,11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,2,27,20.6,11
2003-2004,0,39,39,1/15/2004,2.00,19-016,19.04383562,CLE,0,GSW,-17,L,1,43:00:00,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,0,29,24.5,-14
2003-2004,0,40,40,1/17/2004,9.00,19-018,19.04931507,CLE,0,UTA,6,W,1,45:00:00,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,2,29,15.2,8
2003-2004,0,41,41,1/26/2004,2.00,19-027,19.0739726,CLE,1,ORL,1,W,1,30:00:00,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,4,16,5.5,-10
2003-2004,0,42,42,1/28/2004,2.00,19-029,19.07945205,CLE,1,MIA,1,W,1,44:00:00,10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,1,27,17.9,2
2003-2004,0,43,43,1/30/2004,2.00,19-031,19.08493151,CLE,0,MIL,-6,L,1,37:00:00,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,5,20,3.4,3
2003-2004,0,44,44,2/1/2004,2.00,19-033,19.09041096,CLE,0,WAS,4,W,1,43:00:00,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,4,38,23.5,0
2003-2004,0,45,45,2/3/2004,1.00,19-035,19.09589041,CLE,0,DET,3,W,1,38:00:00,5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,2,12,6.7,-1
2003-2004,0,46,46,2/4/2004,2.00,19-036,19.09863014,CLE,1,LAL,-5,L,1,43:00:00,12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,0,32,22.2,-2
2003-2004,0,47,47,2/6/2004,1.00,19-038,19.10410959,CLE,0,MIN,-11,L,1,44:00:00,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,2,14,5.4,-16
2003-2004,0,48,48,2/7/2004,2.00,19-039,19.10684932,CLE,1,WAS,-18,L,1,34:00:00,6,16,0.375,0,0,,2,2,1,0,0,0,6,4,1,3,2,14,10.3,-24
2003-2004,0,49,49,2/9/2004,2.00,19-041,19.11232877,CLE,1,BOS,8,W,1,43:00:00,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,3,24,14.1,19
2003-2004,0,50,50,2/11/2004,7.00,19-043,19.11780822,CLE,1,NJN,-20,L,1,29:00:00,2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,0,9,1.2,-12
2003-2004,0,51,51,2/18/2004,2.00,19-050,19.1369863,CLE,1,DAL,-16,L,1,34:00:00,6,12,0.5,0,0,,4,4,1,2,2,4,9,0,1,5,2,16,13.2,-15
2003-2004,0,52,52,2/20/2004,2.00,19-052,19.14246575,CLE,1,SAS,2,W,1,39:00:00,14,23,0.609,0,0,,4,4,1,2,9,11,2,2,1,2,0,32,27.7,3
2003-2004,0,53,53,2/22/2004,1.00,19-054,19.14794521,CLE,0,NYK,6,W,1,44:00:00,7,20,0.35,0,0,,8,12,0.667,1,4,5,3,1,0,1,2,22,12.4,11
2003-2004,0,54,54,2/23/2004,2.00,19-055,19.15068493,CLE,1,NOH,4,W,1,36:00:00,7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,3,21,21.3,4
2003-2004,0,55,55,2/25/2004,2.00,19-057,19.15616438,CLE,0,HOU,-6,L,1,39:00:00,5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,1,11,6.3,-5
2003-2004,0,56,56,2/27/2004,3.00,19-059,19.16164384,CLE,0,ORL,5,W,1,49:00:00,11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,1,30,24.8,7
2003-2004,0,57,57,3/1/2004,2.00,19-062,19.16986301,CLE,0,CHI,-11,L,1,41:00:00,7,17,0.412,0,2,0,4,6,0.667,0,3,3,3,4,1,3,2,18,12,-4
2003-2004,0,58,58,3/3/2004,2.00,19-064,19.17534247,CLE,1,ATL,32,W,1,28:00:00,9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,0,24,20.6,22
2003-2004,0,59,59,3/5/2004,1.00,19-066,19.18082192,CLE,0,NOH,3,W,1,37:00:00,7,17,0.412,2,2,1,3,4,0.75,2,4,6,4,2,0,4,5,19,10.9,1
2003-2004,0,60,60,3/6/2004,2.00,19-067,19.18356164,CLE,1,MIL,9,W,1,43:00:00,11,24,0.458,0,3,0,2,3,0.667,2,5,7,10,4,1,2,3,24,22.6,9
2003-2004,0,61,61,3/8/2004,2.00,19-069,19.1890411,CLE,0,ATL,6,W,1,45:00:00,11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,1,34,27.6,11
2003-2004,0,62,62,3/10/2004,4.00,19-071,19.19452055,CLE,0,TOR,14,W,1,34:00:00,4,13,0.308,0,0,,6,7,0.857,1,2,3,4,1,0,2,2,14,8.4,16
2003-2004,0,63,63,3/14/2004,2.00,19-075,19.20547945,CLE,1,IND,3,W,1,44:00:00,12,22,0.545,0,2,0,2,4,0.5,0,3,3,4,3,1,4,3,26,16.8,5
2003-2004,0,64,64,3/16/2004,3.00,19-077,19.2109589,CLE,1,CHI,24,W,1,32:00:00,5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,1,17,14,24
2003-2004,0,65,65,3/19/2004,2.00,19-080,19.21917808,CLE,1,UTA,-9,L,1,33:00:00,4,14,0.286,0,2,0,6,10,0.6,0,0,0,7,2,1,2,3,14,8.6,-2
2003-2004,0,66,66,3/21/2004,2.00,19-082,19.22465753,CLE,1,DET,-20,L,1,36:00:00,5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,4,15,5.5,-21
2003-2004,0,67,67,3/23/2004,3.00,19-084,19.23013699,CLE,1,PHO,-17,L,1,42:00:00,8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,0,25,16.6,-12
2003-2004,0,68,68,3/26/2004,1.00,19-087,19.23835616,CLE,0,PHI,-15,L,1,33:00:00,5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,1,16,9.2,-24
2003-2004,0,69,69,3/27/2004,2.00,19-088,19.24109589,CLE,1,NJN,3,W,1,43:00:00,15,29,0.517,1,2,0.5,10,10,1,2,4,6,13,3,0,2,1,41,39,10
2003-2004,0,70,70,3/29/2004,1.00,19-090,19.24657534,CLE,0,SAS,-8,L,1,32:00:00,9,20,0.45,0,1,0,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14
2003-2004,0,71,71,3/30/2004,3.00,19-091,19.24931507,CLE,0,DAL,-17,L,1,42:00:00,13,22,0.591,0,2,0,2,4,0.5,1,4,5,6,4,0,3,2,28,23.3,-10
2003-2004,0,72,72,4/2/2004,1.00,19-094,19.25753425,CLE,0,MIL,-18,L,1,36:00:00,9,19,0.474,0,0,,2,2,1,0,7,7,7,5,0,5,3,20,16.1,-13
2003-2004,0,73,73,4/3/2004,3.00,19-095,19.26027397,CLE,1,GSW,-3,L,1,46:00:00,12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,1,34,26.5,-3
2003-2004,0,74,74,4/6/2004,1.00,19-098,19.26849315,CLE,1,TOR,-1,L,1,46:00:00,5,17,0.294,0,0,,11,14,0.786,1,5,6,4,3,0,3,2,21,14.1,2
2003-2004,0,75,75,4/7/2004,2.00,19-099,19.27123288,CLE,0,MEM,-18,L,1,36:00:00,4,11,0.364,0,0,,6,7,0.857,0,3,3,5,3,0,2,4,14,11.3,-11
2003-2004,0,76,76,4/9/2004,1.00,19-101,19.27671233,CLE,0,MIA,-15,L,1,42:00:00,6,14,0.429,1,1,1,11,15,0.733,1,6,7,8,1,0,8,2,24,15.3,-16
2003-2004,0,77,77,4/10/2004,2.00,19-102,19.27945205,CLE,1,MIA,11,W,1,32:00:00,4,11,0.364,0,2,0,2,5,0.4,1,2,3,11,0,0,2,3,10,8.5,14
2003-2004,0,78,78,4/12/2004,2.00,19-104,19.28493151,CLE,1,MIL,4,W,1,45:00:00,9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,1,27,24.8,11
2003-2004,0,79,79,4/14/2004,203.00,19-106,19.29041096,CLE,0,NYK,10,W,1,35:00:00,8,17,0.471,0,3,0,1,1,1,0,1,1,5,3,0,5,1,17,9.7,-6
2004-2005,0,1,1,11/3/2004,1.00,19-309,19.84657534,CLE,1,IND,-5,L,1,50:00:00,8,19,0.421,2,5,0.4,10,12,0.833,1,4,5,8,1,3,6,2,28,20.9,-10
2004-2005,0,2,2,11/4/2004,2.00,19-310,19.84931507,CLE,0,MIA,-6,L,1,43:00:00,9,22,0.409,2,3,0.667,1,1,1,3,3,6,8,1,0,1,0,21,17.8,-8
2004-2005,0,3,3,11/6/2004,3.00,19-312,19.85479452,CLE,0,MIL,-14,L,1,42:00:00,8,20,0.4,0,3,0,15,22,0.682,2,6,8,6,3,0,4,0,31,23.8,-12
2004-2005,0,4,4,11/9/2004,1.00,19-315,19.8630137,CLE,0,ATL,14,W,1,48:00:00,8,17,0.471,1,4,0.25,8,12,0.667,1,9,10,4,4,2,3,2,25,22.5,14
2004-2005,0,5,5,11/10/2004,3.00,19-316,19.86575342,CLE,1,PHO,5,W,1,48:00:00,13,24,0.542,1,2,0.5,11,12,0.917,3,7,10,6,3,3,3,1,38,36.1,14
2004-2005,0,6,6,11/13/2004,2.00,19-319,19.8739726,CLE,1,WAS,31,W,1,38:00:00,10,20,0.5,0,3,0,4,5,0.8,1,8,9,4,3,2,4,0,24,19.9,25
2004-2005,0,7,7,11/15/2004,3.00,19-321,19.87945205,CLE,1,GSW,11,W,1,42:00:00,12,22,0.545,3,5,0.6,6,8,0.75,2,10,12,4,2,1,1,1,33,30.1,15
2004-2005,0,8,8,11/18/2004,2.00,19-324,19.88767123,CLE,0,CHA,17,W,1,30:00:00,8,14,0.571,2,3,0.667,1,2,0.5,1,5,6,9,0,0,1,3,19,18.3,21
2004-2005,0,9,9,11/20/2004,1.00,19-326,19.89315068,CLE,1,CHA,16,W,1,38:00:00,11,20,0.55,0,2,0,3,4,0.75,5,3,8,2,3,1,7,0,25,17.5,24
2004-2005,0,10,10,11/21/2004,3.00,19-327,19.89589041,CLE,0,NYK,-10,L,1,40:00:00,5,15,0.333,1,3,0.333,2,3,0.667,2,7,9,10,1,1,5,3,13,10.1,1
2004-2005,0,11,11,11/24/2004,2.00,19-330,19.90410959,CLE,1,DET,16,W,1,38:00:00,15,22,0.682,2,3,0.667,11,12,0.917,3,3,6,5,3,1,3,3,43,39.2,12
2004-2005,0,12,12,11/26/2004,1.00,19-332,19.90958904,CLE,0,BOS,2,W,1,43:00:00,9,13,0.692,0,2,0,2,3,0.667,0,6,6,8,3,1,2,2,20,22.4,6
2004-2005,0,13,13,11/27/2004,2.00,19-333,19.91232877,CLE,1,CHI,22,W,1,32:00:00,11,17,0.647,1,2,0.5,3,4,0.75,1,6,7,7,1,0,2,0,26,24.5,25
2004-2005,0,14,14,11/29/2004,2.00,19-335,19.91780822,CLE,0,LAC,-12,L,1,42:00:00,9,19,0.474,0,2,0,4,5,0.8,1,6,7,5,6,1,3,2,22,20.8,-16
2004-2005,0,15,15,12/1/2004,1.00,19-337,19.92328767,CLE,0,PHO,-19,L,1,40:00:00,6,19,0.316,0,2,0,3,4,0.75,1,2,3,6,2,1,6,2,15,5.1,-17
2004-2005,0,16,16,12/2/2004,2.00,19-338,19.9260274,CLE,0,DEN,19,W,1,41:00:00,8,17,0.471,0,0,,1,2,0.5,1,7,8,9,2,1,5,3,17,13.5,23
2004-2005,0,17,17,12/4/2004,3.00,19-340,19.93150685,CLE,1,TOR,8,W,1,43:00:00,10,17,0.588,1,3,0.333,6,7,0.857,0,6,6,10,2,1,3,2,27,26.4,15
2004-2005,0,18,18,12/7/2004,1.00,19-343,19.93972603,CLE,1,NJN,6,W,1,46:00:00,11,22,0.5,0,1,0,5,6,0.833,0,2,2,8,3,0,3,4,27,20.2,6
2004-2005,0,19,19,12/8/2004,3.00,19-344,19.94246575,CLE,0,CHI,-28,L,1,38:00:00,5,15,0.333,0,2,0,9,12,0.75,0,2,2,6,1,1,4,2,19,11,-22
2004-2005,0,20,20,12/11/2004,2.00,19-347,19.95068493,CLE,0,SAS,-19,L,1,42:00:00,10,19,0.526,1,3,0.333,2,2,1,3,3,6,10,4,0,3,2,23,23.9,-18
2004-2005,0,21,21,12/13/2004,2.00,19-349,19.95616438,CLE,0,MEM,6,W,1,46:00:00,14,22,0.636,1,3,0.333,2,4,0.5,0,5,5,8,7,0,3,2,31,30.7,10
2004-2005,0,22,22,12/15/2004,1.00,19-351,19.96164384,CLE,1,POR,24,W,1,37:00:00,10,18,0.556,2,3,0.667,3,3,1,2,9,11,7,3,2,3,1,25,26.4,18
2004-2005,0,23,23,12/16/2004,2.00,19-352,19.96438356,CLE,0,DET,-12,L,1,45:00:00,4,21,0.19,0,2,0,3,5,0.6,1,8,9,7,4,1,3,2,11,6,-8
2004-2005,0,24,24,12/18/2004,3.00,19-354,19.96986301,CLE,1,BOS,-7,L,1,40:00:00,12,25,0.48,3,5,0.6,4,8,0.5,1,4,5,4,3,1,4,6,31,18.7,-1
2004-2005,0,25,25,12/21/2004,1.00,19-357,19.97808219,CLE,1,MIN,10,W,1,43:00:00,10,18,0.556,0,1,0,6,8,0.75,0,6,6,12,1,0,2,2,26,25,13
2004-2005,0,26,26,12/22/2004,4.00,19-358,19.98082192,CLE,0,NJN,-2,L,1,42:00:00,7,18,0.389,1,1,1,8,10,0.8,1,8,9,9,1,0,4,2,23,18,-3
2004-2005,0,27,27,12/26/2004,2.00,19-362,19.99178082,CLE,1,NOH,9,W,1,45:00:00,7,16,0.438,0,1,0,8,9,0.889,1,8,9,14,4,1,5,2,22,25,8
2004-2005,0,28,28,12/28/2004,1.00,19-364,19.99726027,CLE,0,ATL,9,W,1,46:00:00,13,25,0.52,3,5,0.6,11,14,0.786,1,8,9,7,1,0,1,2,40,33.7,8
2004-2005,0,29,29,12/29/2004,5.00,19-365,20,CLE,1,HOU,-11,L,1,17:00,0,5,0,0,1,0,3,5,0.6,0,3,3,5,0,0,0,0,3,3.1,-10
2004-2005,0,30,30,1/3/2005,2.00,20-004,20.0109589,CLE,0,CHA,11,W,1,41:00:00,11,19,0.579,0,3,0,4,6,0.667,2,6,8,6,2,0,1,3,26,23.5,14
2004-2005,0,31,31,1/5/2005,3.00,20-006,20.01643836,CLE,1,ATL,16,W,1,40:00:00,7,14,0.5,2,5,0.4,4,6,0.667,1,5,6,9,1,1,2,4,20,18.8,10
2004-2005,0,32,32,1/8/2005,3.00,20-009,20.02465753,CLE,1,NYK,25,W,1,32:00:00,10,14,0.714,0,0,,2,2,1,1,2,3,4,0,2,8,2,22,12.9,5
2004-2005,0,33,33,1/11/2005,2.00,20-012,20.03287671,CLE,1,CHA,2,W,1,49:00:00,11,24,0.458,2,5,0.4,5,7,0.714,1,7,8,9,2,1,8,1,29,19.2,7
2004-2005,0,34,34,1/13/2005,2.00,20-014,20.03835616,CLE,0,LAL,-4,L,1,44:00:00,12,26,0.462,1,4,0.25,3,4,0.75,3,10,13,9,1,1,4,1,28,22.9,-1
2004-2005,0,35,35,1/15/2005,1.00,20-016,20.04383562,CLE,0,UTA,13,W,1,41:00:00,9,20,0.45,0,1,0,9,14,0.643,1,7,8,5,5,0,3,2,27,22.1,11
2004-2005,0,36,36,1/16/2005,3.00,20-017,20.04657534,CLE,0,SEA,-8,L,1,44:00:00,14,30,0.467,3,7,0.429,4,6,0.667,2,3,5,11,4,1,1,4,35,30.9,-7
2004-2005,0,37,37,1/19/2005,1.00,20-020,20.05479452,CLE,0,POR,6,W,1,44:00:00,11,16,0.688,1,1,1,4,6,0.667,1,10,11,10,4,0,2,4,27,30.5,0
2004-2005,0,38,38,1/20/2005,2.00,20-021,20.05753425,CLE,0,SAC,-27,L,1,37:00:00,9,19,0.474,0,1,0,0,1,0,1,7,8,6,1,0,3,0,18,12.9,-24
2004-2005,0,39,39,1/22/2005,2.00,20-023,20.0630137,CLE,0,GSW,18,W,1,43:00:00,13,24,0.542,0,1,0,2,2,1,1,11,12,10,1,1,3,1,28,25.7,19
2004-2005,0,40,40,1/24/2005,2.00,20-025,20.06849315,CLE,1,WAS,-9,L,1,48:00:00,12,26,0.462,1,1,1,6,10,0.6,4,6,10,8,2,1,5,3,31,22.7,-9
2004-2005,0,41,41,1/26/2005,6.00,20-027,20.0739726,CLE,1,MEM,3,W,1,42:00:00,10,16,0.625,4,6,0.667,3,4,0.75,1,8,9,15,3,2,5,1,27,32,7
2004-2005,0,42,42,2/1/2005,2.00,20-033,20.09041096,CLE,0,ORL,-3,L,1,43:00:00,10,20,0.5,0,3,0,8,13,0.615,2,3,5,7,0,1,3,2,28,20.1,-3
2004-2005,0,43,43,2/3/2005,2.00,20-035,20.09589041,CLE,0,MIA,-12,L,1,46:00:00,11,23,0.478,1,3,0.333,8,12,0.667,2,0,2,10,3,0,2,2,31,26.3,-8
2004-2005,0,44,44,2/5/2005,3.00,20-037,20.10136986,CLE,1,ORL,9,W,1,45:00:00,9,21,0.429,0,3,0,12,13,0.923,0,6,6,9,2,0,1,2,30,26.8,10
2004-2005,0,45,45,2/8/2005,3.00,20-040,20.10958904,CLE,1,TOR,13,W,1,36:00:00,6,14,0.429,0,3,0,3,4,0.75,1,7,8,11,3,0,2,1,15,18.3,15
2004-2005,0,46,46,2/11/2005,2.00,20-043,20.11780822,CLE,1,DEN,-5,L,1,43:00:00,12,29,0.414,1,6,0.167,10,12,0.833,2,4,6,6,1,0,4,2,35,21.7,-13
2004-2005,0,47,47,2/13/2005,3.00,20-045,20.12328767,CLE,1,LAL,14,W,1,46:00:00,8,20,0.4,0,0,,9,10,0.9,2,6,8,9,3,1,3,3,25,22.8,9
2004-2005,0,48,48,2/16/2005,1.00,20-048,20.13150685,CLE,1,ATL,22,W,1,37:00:00,11,20,0.55,2,2,1,4,5,0.8,0,5,5,6,3,0,3,0,28,23.7,27
2004-2005,0,49,49,2/17/2005,6.00,20-049,20.13424658,CLE,0,MIN,-6,L,1,41:00:00,10,19,0.526,1,2,0.5,5,6,0.833,2,5,7,8,1,0,2,0,26,23.8,-1
2004-2005,0,50,50,2/23/2005,2.00,20-055,20.15068493,CLE,1,CHI,9,W,1,44:00:00,8,17,0.471,1,1,1,10,15,0.667,1,5,6,11,5,0,3,2,27,27.4,7
2004-2005,0,51,51,2/25/2005,2.00,20-057,20.15616438,CLE,0,IND,-24,L,1,41:00:00,9,25,0.36,0,1,0,3,4,0.75,3,4,7,5,2,1,2,0,21,14.2,-11
2004-2005,0,52,52,2/27/2005,1.00,20-059,20.16164384,CLE,0,NJN,-6,L,1,45:00:00,9,20,0.45,1,2,0.5,9,10,0.9,1,3,4,7,2,0,5,4,28,19.1,-10
2004-2005,0,53,53,2/28/2005,2.00,20-060,20.16438356,CLE,1,SAS,-2,L,1,45:00:00,6,22,0.273,1,4,0.25,7,10,0.7,1,7,8,7,0,0,2,3,20,10.3,2
2004-2005,0,54,54,3/2/2005,2.00,20-062,20.16986301,CLE,1,SEA,-17,L,1,41:00:00,11,20,0.55,5,7,0.714,5,8,0.625,0,5,5,5,0,0,4,2,32,21.4,-7
2004-2005,0,55,55,3/4/2005,2.00,20-064,20.17534247,CLE,0,PHI,-9,L,1,40:00:00,12,21,0.571,0,1,0,10,12,0.833,1,6,7,7,4,0,6,1,34,28.3,-10
2004-2005,0,56,56,3/6/2005,2.00,20-066,20.18082192,CLE,1,MIA,-20,L,1,41:00:00,9,19,0.474,0,1,0,5,7,0.714,0,4,4,5,2,0,1,1,23,17.8,-17
2004-2005,0,57,57,3/8/2005,5.00,20-068,20.18630137,CLE,1,ORL,19,W,1,40:00:00,9,22,0.409,2,6,0.333,3,4,0.75,0,7,7,8,1,1,1,3,23,18,18
